"Ид","Название","Город","Место","Рейтинг","ТРК по БС"
"73498","Полип Ипполит","Владивосток","4962","0","0"
"73501","Legion","Томск","4500","0","0"
"73504","Рыба на работе","Томск","5018","0","0"
"73513","Два гения","Новосибирск","4658","0","0"
"73514","Antoшка","Новосибирск","4468","0","0"
"73515","92 по 42","Новосибирск","4462","0","0"
"73519","Радивые","Одесса","4996","0","137"
"73562","Тима Нижневартовских","Тюмень","5090","0","0"
"73564","Майбах","Тюмень","4822","0","0"
"73570","Чё это","Тюмень","5163","0","0"
"73571","Взрывные котики","Тюмень","4613","0","0"
"73573","Электрики","Тюмень","5200","0","0"
"73574","Звездный десант","Тюмень","4708","0","0"
"73575","Косули","Тюмень","4778","0","0"
"73576","Флексики","Тюмень","5137","0","0"
"73577","Логисточки","Тюмень","4815","0","0"
"73578","Кулёчки-носочки","Тюмень","4796","0","0"
"73580","Алоха","Тюмень","4556","0","0"
"73581","Взрыв мозга","Тюмень","4612","0","0"
"73585","Феечки Винкс","Севастополь","5126","0","0"
"73588","2+1","Севастополь","4445","0","0"
"73590","45-й ряд","Севастополь","4452","0","0"
"73592","Кусь-кусь клан","Москва","4800","0","0"
"73596","Испанский клауд","Москва","4731","0","0"
"73600","Часики","Иркутск","5160","0","0"
"73601","От терней к звездам","Иркутск","4916","0","0"
"73602","Слеза студента","Иркутск","5053","0","0"
"73603","Фантастическая шестёрка","Иркутск","5125","0","0"
"73605","Леди","Иркутск","4808","0","0"
"73607","Снежок","Иркутск","5056","0","0"
"73637","Я же говорил","Мозырь","5214","0","0"
"73648","Эрих, Мария и Ремарк","Томск","5204","0","74"
"73650","Керосинка","Ташкент","4750","0","0"
"73651","Без комментариев","Ташкент","4581","0","0"
"73653","Квазар","Ташкент","4746","0","0"
"73655","Разум короля","Ташкент","4999","0","5"
"73659","PS","Ташкент","4523","0","1"
"73662","Пятёрочка и Тёма","Рига","4992","0","0"
"73670","Созвездие","Рига","5058","0","0"
"73683","Вот так вот","Томск","4627","0","0"
"73684","Nasa","Иркутск","4509","0","0"
"73685","Чигурашки","Томск","5172","0","0"
"73687","Lumen Cordis","Якутск","4503","0","0"
"73688","Без названия","Якутск","4583","0","0"
"73701","Всё куплено","Иркутск","4631","0","0"
"73702","Осьминоги гриль","Иркутск","4915","0","1"
"73703","ЧП-чрезвычайно прошареные","Иркутск","5177","0","1"
"73704","Peace Death","Иркутск","4525","0","0"
"73705","Четверо без плавок","Иркутск","5170","0","0"
"73706","профорги,старосты и другие","Иркутск","4989","0","4"
"73714","Токсик","Волгоград","5092","0","0"
"73716","Чингачкуки","Волгоград","5173","0","0"
"73717","Апельсинки","Волгоград","4567","0","0"
"73737","Эффект Допплера","Ташкент","5209","0","0"
"73751","Потец","Новосибирск","4970","0","23"
"73802","Январский лепет","Казань","5215","0","1"
"73826","Багувикс","Чита","4575","0","0"
"73855","Сборная Житомира","Киров","5027","0","0"
"73944","Крабы","Москва","4781","0","0"
"73985","Похабщина","Иркутск","4971","0","0"
"73989","Цэ 60","Иркутск","5156","0","0"
"73990","Печеньки Oreo","Иркутск","4940","0","0"
"73991","ТрилоБитлз","Иркутск","5103","0","0"
"73994","Гаваза","Иркутск","4638","0","0"
"73997","Молодые, но седые","Иркутск","4853","0","0"
"73998","Ретроградный Меркурий","Иркутск","5006","0","0"
"74000","Аве нам","Иркутск","4551","0","0"
"74114","Цирк с волками","Брест","5155","0","44"
"74121","2G","Астрахань","4448","0","0"
"74132","Остап Бендер","Якутск","4914","0","0"
"74151","Чача Кукарача","Калининград","5161","0","1"
"74159","Ludis quadrigis","Санкт-Петербург","4502","0","0"
"74161","Союз профессиональных директоров","Санкт-Петербург","5066","0","0"
"74204","Бозонокосилка","Минск","4592","0","4"
"74352","Дагестанские москвичи","Апатиты","4657","0","7"
"74405","А у тебя точно есть майонез?","Нижний Новгород","4550","0","0"
"74429","Бамбуковые ходули","Владивосток","4577","0","0"
"74431","Vetus","Владивосток","4547","0","0"
"74443","Клуб трудолюбивых механиков","Владивосток","4758","0","0"
"74445","Дорога выбоина","Владивосток","4680","0","0"
"74463","Амбары","Казань","4560","0","0"
"74486","Туман","Караганда","5107","0","36"
"74501","Мозжечок Вассермана","Кёльн","4847","0","19"
"74504","Пираты","Владивосток","4946","0","0"
"74581","По фен-шую","Могилёв","4951","0","0"
"74582","Осентины и Гульнара","Гомель","4913","0","0"
"74585","Своеобразие","Минск","5030","0","0"
"74586","Вектор","Брянск","4607","0","0"
"74587","Верхом на чайке","Борисов","4609","0","0"
"74612","Коры Пифагора","Барнаул","4775","0","0"
"74613","Карманы Вассермана","Барнаул","4743","0","0"
"74619","Фортуна","Кривой Рог","5139","0","0"
"74624","ООО Превед","Стокгольм","4905","0","0"
"74634","Русские вперед","Барнаул","5017","0","0"
"74705","Дивизион Чернышёвой","Магнитогорск","4673","0","0"
"74706","Надо идти быстро как кошка","Магнитогорск","4868","0","10"
"74714","Клиника","Иркутск","4756","0","1"
"74715","Они вас сожрут","Иркутск","4904","0","0"
"74720","Sieger","Астрахань","4533","0","0"
"74721","Эрудиты ФСК","Астрахань","5207","0","0"
"74733","Все идёт по плану","Нижний Новгород","4630","0","0"
"74754","НАТЕ","Иркутск","4871","0","0"
"74756","Курьезный разговор на кухне","Тюмень","4798","0","0"
"74760","Церебер","Рига","5153","0","0"
"74770","Тартар","Нижневартовск","5081","0","0"
"74774","Шерлок Холст","Нижневартовск","5184","0","0"
"74778","3+3","Нижневартовск","4450","0","0"
"74785","ТЗ Тупняк","Нижневартовск","5089","0","0"
"74791","Левая палочка твикс","Чита","4806","0","0"
"74815","Чуть выше плинтуса","Курск","5181","0","9"
"74816","Вектор","Курск","4606","0","0"
"74824","Почему я","Ижевск","4972","0","0"
"74825","Лиса","Ижевск","4811","0","0"
"74827","Педиатры","Ижевск","4935","0","0"
"74833","Ксенам","Новосибирск","4793","0","0"
"74843","11 из 10","Реутов","4443","0","0"
"74844","Дубравушка","Обнинск","4686","0","0"
"74846","Жена митрополита","Веледниково","4696","0","0"
"74847","Меркантильный гарем","Реутов","4834","0","0"
"74848","Не Мытищи, но почти","Мытищи","4873","0","0"
"74855","ЧГКСад","Самара","5162","0","0"
"74867","Желатиновый куб","Севастополь","4695","0","0"
"74874","Крылья разума","Воронеж","4792","0","0"
"74894","КазИТУ","Алматы","4737","0","0"
"74895","DarWIN","Алматы","4485","0","0"
"74896","Tempus","Алматы","4537","0","0"
"74897","Corvin","Алматы","4483","0","0"
"74899","Enigma","Алматы","4491","0","0"
"74902","Алкоголяты","Алматы","4555","0","36"
"74905","Угомоните ваших коней","Томск","5116","0","0"
"74909","Betaalfawolf","Алматы","4473","0","0"
